Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level
3624,2026-01-02 21:00:57.973205,2026-01-02,21,1,1,C,Line-1,PCB,BATCH-4483,M-103,62.67,16,45,Done,40.13,1005,6.0,7,Silicon,Low,229,752.0,663,916,76.63,3.45,6,2,27.27,42.92,55.76
3625,2025-05-31 18:05:57.973205,2025-05-31,18,22,5,C,Line-3,PCB,BATCH-3284,M-101,200.0,18,12,Pending,56.15,1050,9.0,9,Silicon,Low,207,,834,234,79.72,2.79,17,6,31.09,77.64,110.0
3626,2026-02-01 13:38:57.973205,2026-02-01,13,5,2,A,Line-2,Microchip,BATCH-6671,M-104,200.0,15,12,Pending,44.61,1047,2.0,6,Copper,High,244,798.0,1056,293,87.98,4.8,0,3,21.35,49.08,87.79
3627,2025-12-23 21:17:57.973205,2025-12-23,21,52,12,C,Line-3,Microchip,BATCH-2333,M-101,94.92,17,109,Pending,52.87,1045,14.0,11,Silicon,Low,250,893.0,1155,774,72.04,2.37,20,9,26.74,52.45,113.47
3628,2025-12-07 14:42:57.973205,2025-12-07,14,49,12,B,Line-1,Microchip,BATCH-4117,M-104,99.25,20,110,Pending,37.68,1031,9.0,8,Plastic,Low,249,661.0,866,1041,86.05,0.82,8,10,36.0,68.22,85.74
3629,2026-04-03 13:11:57.973205,2026-04-03,13,14,4,B,Line-1,Sensor,BATCH-2275,M-103,78.5,24,99,Pending,51.85,1044,14.0,9,Silicon,Low,218,606.0,1000,591,85.38,0.58,19,9,32.75,46.83,76.01
3630,2026-02-11 09:40:57.973205,2026-02-11,9,7,2,C,Line-1,Sensor,BATCH-6592,M-104,101.54,7,99,Done,59.62,1041,4.0,12,Silicon,High,208,332.0,1178,346,82.38,1.02,12,7,20.82,49.09,59.72
3631,2025-07-27 02:35:57.973205,2025-07-27,2,30,7,B,Line-2,PCB,BATCH-7970,M-103,63.07,24,11,Pending,28.52,1011,4.0,8,Silicon,High,240,,789,719,91.72,1.18,8,4,38.24,67.27,50.28
3632,2025-12-31 23:46:57.973205,2025-12-31,23,1,12,C,Line-3,Sensor,BATCH-3640,M-103,118.32,5,28,Pending,36.56,1010,10.0,10,Plastic,Low,204,650.0,879,826,66.4,4.96,5,0,24.94,34.63,53.51
3633,2025-07-06 04:23:57.973205,2025-07-06,4,27,7,B,Line-1,PCB,BATCH-8651,M-102,72.68,10,94,Pending,19.55,1025,11.0,11,Plastic,Medium,238,396.0,1017,883,75.97,3.47,12,10,29.16,35.59,85.69
3634,2025-08-28 05:48:57.973205,2025-08-28,5,35,8,B,Line-1,Microchip,BATCH-2717,M-103,,11,118,Pending,43.6,1022,15.0,8,Plastic,Low,228,819.0,970,846,98.3,1.96,1,0,37.06,63.48,83.8
3635,2026-01-31 15:19:57.973205,2026-01-31,15,5,1,B,Line-1,Microchip,BATCH-7245,M-104,80.83,12,24,Done,58.44,1035,15.0,7,Silicon,Low,210,285.0,709,1076,77.08,3.88,2,9,24.58,76.74,114.84
3636,2025-08-21 23:15:57.973205,2025-08-21,23,34,8,C,Line-1,Microchip,BATCH-2900,M-103,51.73,22,25,Done,52.41,1002,12.0,8,Copper,High,232,592.0,566,939,98.73,4.22,2,5,21.95,56.37,109.52
3637,2026-03-26 23:35:57.973205,2026-03-26,23,13,3,A,Line-3,Sensor,BATCH-4104,M-102,107.05,5,112,Pending,48.88,1041,9.0,11,Silicon,High,209,946.0,528,201,86.9,2.03,17,1,32.65,48.64,101.24
3638,2026-04-14 11:56:57.973205,2026-04-14,11,16,4,A,Line-2,Sensor,BATCH-4148,M-104,106.66,11,42,Done,36.42,1024,15.0,6,Copper,Low,231,158.0,443,902,97.78,2.33,1,0,24.05,69.53,70.86
3639,2025-09-10 04:09:57.973205,2025-09-10,4,37,9,B,Line-3,Sensor,BATCH-1725,M-103,75.91,9,111,Pending,54.14,1038,15.0,10,Silicon,High,229,,1141,558,95.17,3.03,4,4,32.94,77.82,112.78
3640,2026-05-16 16:44:57.973205,2026-05-16,16,20,5,B,Line-3,PCB,BATCH-3351,M-104,200.0,13,108,Pending,26.24,1030,13.0,12,Plastic,High,212,600.0,981,918,74.37,4.61,19,5,25.86,47.1,71.31
3641,2025-08-31 04:47:57.973205,2025-08-31,4,35,8,A,Line-2,PCB,BATCH-3414,M-104,84.25,17,43,Pending,41.04,1023,11.0,7,Plastic,Low,225,412.0,1058,876,74.29,2.88,16,2,28.06,65.15,88.88
3642,2025-07-14 22:11:57.973205,2025-07-14,22,29,7,B,Line-2,PCB,BATCH-1476,M-101,,23,113,Pending,55.08,1021,3.0,10,Copper,High,236,955.0,660,244,77.31,4.02,14,8,37.35,57.76,104.54
3643,2026-05-07 23:38:57.973205,2026-05-07,23,19,5,C,Line-1,Sensor,BATCH-3696,M-104,106.46,15,30,Done,47.05,1036,2.0,6,Plastic,High,247,108.0,366,537,69.56,4.01,9,2,39.06,53.3,111.4
3644,2025-11-27 18:38:57.973205,2025-11-27,18,48,11,B,Line-2,PCB,BATCH-5102,M-103,95.24,18,109,Done,45.73,1050,8.0,7,Plastic,High,231,356.0,1159,854,93.76,4.6,19,5,33.54,39.42,116.22
3645,2025-07-22 22:32:57.973205,2025-07-22,22,30,7,A,Line-3,PCB,BATCH-0479,M-103,83.25,15,116,Done,40.76,1006,6.0,9,Plastic,High,227,695.0,1109,769,81.81,0.97,8,4,20.78,55.34,59.27
3646,2026-04-07 10:42:57.973205,2026-04-07,10,15,4,A,Line-2,Sensor,BATCH-6676,M-101,93.71,18,101,Done,47.85,1040,12.0,10,Copper,Low,204,219.0,685,985,66.24,4.83,13,9,31.47,30.03,95.13
3647,2025-12-10 15:43:57.973205,2025-12-10,15,50,12,B,Line-1,Microchip,BATCH-0155,M-102,50.44,24,46,Pending,53.69,1009,5.0,9,Silicon,High,235,600.0,367,278,90.08,2.32,8,8,29.63,41.51,92.0
3648,2026-03-13 22:53:57.973205,2026-03-13,22,11,3,C,Line-3,Microchip,BATCH-0384,M-101,89.18,7,40,Done,18.89,1022,2.0,10,Plastic,Medium,248,990.0,944,744,96.03,3.63,19,0,24.74,41.45,102.99
3649,2025-12-27 12:03:57.973205,2025-12-27,12,52,12,C,Line-2,Sensor,BATCH-6500,M-101,70.95,12,22,Pending,26.76,1037,12.0,11,Plastic,Medium,210,746.0,307,753,70.57,3.51,20,5,20.28,70.04,109.18
3650,2025-12-12 18:43:57.973205,2025-12-12,18,50,12,B,Line-1,PCB,BATCH-3596,M-102,83.24,13,78,Pending,26.15,1024,5.0,8,Silicon,Low,205,766.0,814,575,94.59,2.26,10,2,38.99,53.18,74.83
3651,2025-08-11 00:58:57.973205,2025-08-11,0,33,8,C,Line-2,Microchip,BATCH-3837,M-103,53.76,22,27,Done,55.57,1008,4.0,6,Silicon,Low,206,825.0,640,875,70.24,2.53,19,3,21.31,79.61,64.62
3652,2025-11-25 07:23:57.973205,2025-11-25,7,48,11,A,Line-2,PCB,BATCH-0545,M-104,84.6,18,35,Pending,57.19,1021,11.0,6,Plastic,Low,217,310.0,1074,998,78.17,2.05,12,7,34.55,40.2,63.1
3653,2026-03-11 08:16:57.973205,2026-03-11,8,11,3,A,Line-2,PCB,BATCH-1761,M-104,81.26,7,61,Done,39.47,1046,9.0,10,Copper,High,233,439.0,358,759,80.42,2.83,15,6,34.77,56.84,61.57
3654,2026-03-27 10:14:57.973205,2026-03-27,10,13,3,B,Line-2,Sensor,BATCH-0489,M-104,86.24,22,25,Pending,24.66,1013,2.0,8,Copper,High,243,868.0,535,662,99.18,4.69,1,6,26.12,76.71,113.95
3655,2025-11-30 05:22:57.973205,2025-11-30,5,48,11,B,Line-1,Microchip,BATCH-3509,M-104,64.71,5,9,Done,51.99,1035,1.0,11,Plastic,Low,233,437.0,581,1005,99.93,2.38,14,7,37.78,42.79,55.19
3656,2025-11-10 19:59:57.973205,2025-11-10,19,46,11,B,Line-1,Sensor,BATCH-8926,M-102,82.84,21,7,Done,17.22,1031,11.0,12,Copper,High,204,471.0,994,702,92.66,0.57,6,8,39.66,53.6,52.91
3657,2025-10-24 02:08:57.973205,2025-10-24,2,43,10,C,Line-3,Sensor,BATCH-6687,M-102,88.39,17,98,Done,53.97,1013,3.0,11,Copper,High,220,896.0,364,668,85.73,1.29,16,6,23.9,75.87,115.6
3658,2025-06-06 14:30:57.973205,2025-06-06,14,23,6,A,Line-2,Microchip,BATCH-8063,M-103,85.04,11,52,Done,41.5,1030,5.0,11,Copper,Medium,237,174.0,958,939,75.13,4.5,20,2,35.52,69.01,50.16
3659,2026-04-22 05:02:57.973205,2026-04-22,5,17,4,C,Line-1,Sensor,BATCH-4391,M-104,99.1,9,96,Pending,49.86,1024,14.0,12,Silicon,High,237,153.0,697,473,77.44,0.63,4,5,35.84,63.83,84.4
3660,2026-03-05 11:46:57.973205,2026-03-05,11,10,3,B,Line-2,PCB,BATCH-5197,M-102,98.69,19,27,Done,57.76,1023,11.0,9,Plastic,High,216,813.0,327,733,73.25,1.75,6,4,32.87,47.91,55.03
3661,2026-03-08 17:25:57.973205,2026-03-08,17,10,3,A,Line-1,Sensor,BATCH-4337,M-102,105.76,19,77,Done,48.3,1002,10.0,6,Silicon,High,241,799.0,718,432,82.0,1.67,19,0,25.87,73.19,119.19
3662,2026-04-23 10:44:57.973205,2026-04-23,10,17,4,A,Line-3,Sensor,BATCH-7635,M-101,78.71,15,54,Pending,24.55,1050,2.0,8,Copper,High,234,332.0,815,965,62.18,2.62,20,6,22.16,55.24,85.0
3663,2025-05-29 18:21:57.973205,2025-05-29,18,22,5,B,Line-1,Sensor,BATCH-9146,M-101,200.0,7,39,Done,59.29,1037,3.0,7,Silicon,Low,239,705.0,1108,583,88.48,1.15,10,5,37.68,52.47,62.59
3664,2025-08-25 08:04:57.973205,2025-08-25,8,35,8,C,Line-1,Microchip,BATCH-2352,M-101,69.63,12,61,Pending,16.75,1028,1.0,8,Copper,Low,249,227.0,1193,222,90.05,3.43,16,4,20.43,45.9,90.25
3665,2026-04-11 13:16:57.973205,2026-04-11,13,15,4,A,Line-3,Sensor,BATCH-5641,M-102,96.89,9,36,Done,20.31,1033,2.0,11,Plastic,Medium,225,964.0,569,316,60.7,3.73,0,6,33.41,41.35,106.32
3666,2025-08-23 16:52:57.973205,2025-08-23,16,34,8,B,Line-1,Microchip,BATCH-7419,M-101,77.9,7,110,Pending,16.43,1010,3.0,12,Copper,High,237,596.0,910,797,88.46,1.33,6,2,35.2,52.47,70.27
3667,2026-05-12 07:53:57.973205,2026-05-12,7,20,5,B,Line-1,PCB,BATCH-2448,M-103,88.92,10,11,Done,24.63,1041,1.0,7,Silicon,Medium,223,607.0,637,466,88.32,1.0,13,2,36.32,54.38,75.79
3668,2026-03-24 20:59:57.973205,2026-03-24,20,13,3,C,Line-1,Microchip,BATCH-6622,M-104,76.31,18,39,Pending,34.88,1022,4.0,8,Plastic,High,201,,470,241,79.45,1.71,6,6,25.65,47.58,100.36
3669,2025-12-18 07:59:57.973205,2025-12-18,7,51,12,C,Line-1,Sensor,BATCH-1284,M-103,,19,61,Done,38.51,1013,10.0,10,Plastic,Medium,228,276.0,939,504,91.14,0.8,6,5,20.15,54.63,75.65
3670,2025-06-15 09:57:57.973205,2025-06-15,9,24,6,A,Line-3,PCB,BATCH-1217,M-104,111.59,16,42,Done,37.92,1030,4.0,6,Copper,Medium,203,913.0,593,816,96.3,1.21,11,9,30.86,35.26,95.46
3671,2025-10-03 07:26:57.973205,2025-10-03,7,40,10,A,Line-3,PCB,BATCH-7508,M-104,71.79,12,109,Done,47.09,1009,10.0,10,Silicon,High,217,878.0,1152,998,64.47,1.32,11,0,23.88,70.83,86.89
3672,2026-05-13 21:46:57.973205,2026-05-13,21,20,5,A,Line-2,Sensor,BATCH-3715,M-104,91.05,10,98,Pending,18.23,1018,1.0,9,Plastic,High,213,355.0,1017,307,95.67,2.43,8,4,28.4,59.72,100.47
3673,2026-03-13 09:10:57.973205,2026-03-13,9,11,3,A,Line-3,Microchip,BATCH-7514,M-102,104.62,18,67,Done,25.34,1036,15.0,10,Copper,Low,213,315.0,709,984,80.32,1.74,19,9,30.05,40.81,64.73
3674,2025-12-26 18:26:57.973205,2025-12-26,18,52,12,A,Line-1,Microchip,BATCH-8771,M-103,117.5,15,78,Done,42.3,1039,8.0,6,Silicon,Low,220,323.0,923,1094,91.63,0.83,16,10,31.95,53.82,60.85
3675,2025-05-28 13:16:57.973205,2025-05-28,13,22,5,B,Line-3,Sensor,BATCH-3348,M-101,113.19,18,106,Pending,50.02,1034,11.0,7,Plastic,Medium,207,977.0,727,956,88.99,4.25,7,5,27.08,44.62,98.89
3676,2026-03-04 21:03:57.973205,2026-03-04,21,10,3,C,Line-2,PCB,BATCH-2031,M-103,52.12,9,6,Pending,48.28,1026,3.0,6,Silicon,Low,216,574.0,1180,946,90.4,1.24,12,4,31.04,78.27,66.54
3677,2025-09-01 10:02:57.973205,2025-09-01,10,36,9,C,Line-1,Sensor,BATCH-3773,M-102,56.28,23,61,Done,49.41,1007,12.0,9,Copper,Medium,209,787.0,931,675,77.79,4.43,7,7,36.22,36.75,107.26
3678,2025-12-08 05:11:57.973205,2025-12-08,5,50,12,B,Line-3,Microchip,BATCH-8369,M-102,62.23,24,61,Done,52.4,1007,6.0,8,Copper,Low,215,589.0,547,1028,99.25,1.56,15,3,29.39,53.3,91.67
3679,2025-08-08 21:08:57.973205,2025-08-08,21,32,8,C,Line-3,Sensor,BATCH-4994,M-101,109.04,6,2,Pending,56.19,1003,3.0,11,Plastic,Low,230,608.0,545,269,67.18,3.13,3,0,28.49,31.58,79.49
3680,2026-04-18 04:48:57.973205,2026-04-18,4,16,4,B,Line-1,Microchip,BATCH-7774,M-101,90.74,16,67,Done,51.36,1047,5.0,6,Plastic,Medium,204,207.0,1013,422,90.6,4.89,17,7,31.62,47.86,77.4
3681,2025-10-29 23:20:57.973205,2025-10-29,23,44,10,A,Line-1,Microchip,BATCH-1270,M-101,66.86,23,99,Done,49.02,1006,9.0,8,Copper,Medium,235,285.0,756,299,66.84,0.66,14,6,20.77,76.27,72.2
3682,2025-07-13 18:55:57.973205,2025-07-13,18,28,7,C,Line-1,Sensor,BATCH-0581,M-103,58.02,5,47,Done,54.93,1028,7.0,6,Plastic,Medium,240,552.0,1059,387,60.49,3.39,20,7,21.67,59.51,109.95
3683,2025-05-28 16:45:57.973205,2025-05-28,16,22,5,A,Line-2,PCB,BATCH-5635,M-104,93.45,20,119,Done,35.11,1037,2.0,10,Silicon,High,216,840.0,854,825,67.48,4.97,12,1,21.02,35.94,75.96
3684,2025-05-28 15:30:57.973205,2025-05-28,15,22,5,C,Line-2,PCB,BATCH-3221,M-103,71.64,6,32,Done,21.48,1031,9.0,12,Plastic,Medium,216,499.0,560,627,83.27,2.67,19,0,27.07,76.27,67.76
3685,2025-08-26 08:02:57.973205,2025-08-26,8,35,8,C,Line-1,Microchip,BATCH-5121,M-102,58.4,11,88,Pending,53.05,1039,11.0,8,Plastic,High,246,,1164,772,85.86,1.81,17,2,38.87,45.24,55.32
3686,2025-08-06 19:20:57.973205,2025-08-06,19,32,8,A,Line-3,Microchip,BATCH-4876,M-102,73.43,6,12,Pending,24.05,1038,7.0,10,Silicon,Medium,210,174.0,401,864,79.71,1.02,7,7,35.89,55.85,50.5
3687,2025-10-04 05:47:57.973205,2025-10-04,5,40,10,B,Line-2,PCB,BATCH-9417,M-102,101.37,23,54,Done,50.74,1029,6.0,7,Copper,Low,233,529.0,415,901,85.3,1.85,14,8,33.24,78.98,61.67
3688,2026-02-20 22:40:57.973205,2026-02-20,22,8,2,A,Line-1,Sensor,BATCH-0054,M-104,60.33,6,73,Done,41.45,1010,4.0,9,Copper,Low,224,460.0,314,1021,76.91,4.72,5,6,31.78,49.38,50.53
3689,2026-03-12 10:14:57.973205,2026-03-12,10,11,3,A,Line-3,Microchip,BATCH-5801,M-101,54.76,22,12,Pending,39.45,1037,2.0,10,Silicon,Low,201,887.0,950,640,98.81,0.78,18,6,21.4,69.79,51.42
3690,2025-07-29 00:32:57.973205,2025-07-29,0,31,7,A,Line-3,Sensor,BATCH-0556,M-103,107.8,16,9,Pending,36.18,1031,9.0,10,Copper,Low,229,434.0,697,641,87.56,3.96,7,10,39.49,50.33,71.15
3691,2025-05-31 00:23:57.973205,2025-05-31,0,22,5,C,Line-2,Microchip,BATCH-4070,M-103,99.99,22,84,Done,42.39,1004,3.0,10,Plastic,Low,243,402.0,1140,519,70.05,4.02,0,9,35.45,42.04,83.84
3692,2026-02-25 21:29:57.973205,2026-02-25,21,9,2,B,Line-1,PCB,BATCH-6623,M-102,63.71,22,91,Pending,55.03,1043,9.0,6,Copper,Low,247,518.0,450,527,74.57,4.78,17,9,22.67,59.77,85.69
3693,2026-02-03 13:47:57.973205,2026-02-03,13,6,2,A,Line-1,Sensor,BATCH-3992,M-101,52.75,13,108,Done,43.01,1044,6.0,8,Silicon,Low,214,804.0,1138,562,69.17,4.02,3,0,22.59,58.17,102.54
3694,2025-08-25 08:54:57.973205,2025-08-25,8,35,8,C,Line-2,PCB,BATCH-9295,M-104,89.92,10,28,Pending,42.08,1017,1.0,9,Copper,Low,207,918.0,452,902,75.44,1.12,5,7,23.37,78.57,105.99
3695,2025-11-28 11:43:57.973205,2025-11-28,11,48,11,C,Line-3,PCB,BATCH-8682,M-101,86.35,16,15,Done,50.37,1028,1.0,11,Copper,Low,206,401.0,999,795,88.39,4.41,7,3,36.14,31.86,87.7
3696,2025-10-31 21:32:57.973205,2025-10-31,21,44,10,B,Line-1,Microchip,BATCH-9281,M-103,89.16,23,45,Done,44.0,1027,5.0,8,Copper,High,236,780.0,1068,970,72.21,4.77,8,5,30.91,70.71,63.91
3697,2026-01-01 00:25:57.973205,2026-01-01,0,1,1,A,Line-3,Sensor,BATCH-2645,M-101,101.89,14,98,Done,56.94,1014,14.0,12,Plastic,Medium,221,901.0,515,663,73.11,3.02,14,2,39.92,55.6,51.32
3698,2025-12-01 23:06:57.973205,2025-12-01,23,49,12,C,Line-1,Microchip,BATCH-3539,M-103,85.13,17,107,Done,56.79,1048,5.0,8,Copper,High,241,876.0,1048,686,71.11,2.92,9,10,38.57,76.1,63.18
3699,2025-07-04 03:55:57.973205,2025-07-04,3,27,7,A,Line-1,PCB,BATCH-5907,M-102,55.52,13,71,Done,29.31,1030,7.0,10,Plastic,Medium,216,661.0,1179,548,99.08,0.6,19,8,31.45,31.17,64.34
3700,2026-01-09 08:08:57.973205,2026-01-09,8,2,1,B,Line-1,Microchip,BATCH-4841,M-101,89.67,14,53,,58.73,1047,7.0,7,Plastic,High,237,476.0,835,1080,97.39,4.34,17,10,39.57,70.18,70.0
3701,2025-12-08 18:43:57.973205,2025-12-08,18,50,12,C,Line-1,Microchip,BATCH-3631,M-102,62.34,8,62,Pending,49.28,1007,13.0,7,Plastic,High,239,121.0,800,964,93.28,1.7,5,9,20.21,48.65,63.24
3702,2025-07-23 00:49:57.973205,2025-07-23,0,30,7,A,Line-1,PCB,BATCH-2055,M-104,99.68,6,19,Pending,33.14,1036,14.0,9,Copper,High,219,318.0,507,227,73.86,3.02,19,2,26.87,78.53,73.19
3703,2026-01-16 22:07:57.973205,2026-01-16,22,3,1,A,Line-3,Sensor,BATCH-7440,M-101,98.06,9,44,Pending,26.41,1038,1.0,7,Plastic,High,229,347.0,1130,867,79.13,2.98,6,8,33.44,76.03,97.88
3704,2026-05-02 19:30:57.973205,2026-05-02,19,18,5,B,Line-1,Sensor,BATCH-0903,M-104,80.97,22,92,Done,48.43,1009,15.0,8,Silicon,High,234,324.0,474,823,77.51,4.02,9,8,21.52,30.83,81.89
3705,2026-02-15 23:31:57.973205,2026-02-15,23,7,2,C,Line-3,Microchip,BATCH-0142,M-104,114.79,23,13,Pending,47.85,1001,1.0,11,Plastic,High,235,837.0,354,474,94.96,0.8,7,5,36.32,58.72,109.32
3706,2025-12-03 11:45:57.973205,2025-12-03,11,49,12,A,Line-1,PCB,BATCH-8236,M-102,107.85,9,22,,28.2,1050,1.0,10,Copper,High,234,746.0,970,972,99.28,2.11,19,5,37.72,36.32,99.84
3707,2025-11-19 15:08:57.973205,2025-11-19,15,47,11,B,Line-2,Sensor,BATCH-5173,M-103,70.44,12,91,Done,33.29,1027,10.0,7,Copper,Medium,248,678.0,587,806,93.07,3.17,12,8,26.18,74.87,95.49
3708,2025-08-27 07:30:57.973205,2025-08-27,7,35,8,A,Line-1,Microchip,BATCH-7522,M-101,68.67,23,21,Done,40.16,1008,9.0,11,Copper,Low,201,418.0,569,590,79.01,1.93,7,5,35.48,51.53,75.0
3709,2025-09-17 18:52:57.973205,2025-09-17,18,38,9,B,Line-2,Microchip,BATCH-0490,M-102,100.26,19,89,,18.34,1024,,6,Copper,Low,222,877.0,844,822,70.48,1.8,8,2,21.5,37.74,81.17
3710,2025-09-30 08:41:57.973205,2025-09-30,8,40,9,C,Line-3,PCB,BATCH-9948,M-103,110.09,14,84,Pending,51.57,1048,6.0,10,Copper,Low,206,375.0,764,937,98.29,0.74,4,9,31.94,65.58,105.37
3711,2025-05-16 19:10:57.973205,2025-05-16,19,20,5,C,Line-1,Sensor,BATCH-0214,M-101,110.56,16,93,Done,45.95,1010,2.0,7,Silicon,High,237,942.0,450,888,72.96,2.74,1,4,35.36,43.39,79.47
3712,2026-01-01 17:31:57.973205,2026-01-01,17,1,1,A,Line-1,PCB,BATCH-1068,M-103,106.97,22,73,Done,31.8,1030,1.0,11,Copper,Medium,248,487.0,1196,310,65.37,3.24,19,7,33.03,36.03,117.8
3713,2025-07-22 10:49:57.973205,2025-07-22,10,30,7,B,Line-2,PCB,BATCH-4771,M-103,104.35,20,34,Pending,57.25,1017,14.0,12,Copper,Low,207,294.0,936,827,88.69,1.63,7,6,22.81,36.62,105.7
3714,2025-06-18 04:54:57.973205,2025-06-18,4,25,6,B,Line-1,Microchip,BATCH-0537,M-101,106.79,14,28,Done,21.51,1006,3.0,10,Silicon,High,235,742.0,976,444,92.72,4.9,11,2,24.97,67.38,53.15
3715,2026-02-10 05:48:57.973205,2026-02-10,5,7,2,C,Line-2,PCB,BATCH-3361,M-101,113.26,21,65,Pending,17.1,1018,15.0,7,Plastic,High,205,467.0,489,245,99.28,1.18,2,6,30.04,74.32,67.57
3716,2026-05-03 12:15:57.973205,2026-05-03,12,18,5,C,Line-2,Microchip,BATCH-2242,M-102,76.19,13,13,Done,28.26,1050,3.0,10,Copper,High,222,347.0,590,776,62.01,2.53,14,4,39.58,41.91,117.48
3717,2025-10-29 19:17:57.973205,2025-10-29,19,44,10,A,Line-3,Microchip,BATCH-4477,M-101,93.86,5,85,Done,25.67,1031,9.0,6,Plastic,Low,212,195.0,991,480,71.19,4.19,3,7,25.93,72.77,79.63
3718,2026-04-15 08:11:57.973205,2026-04-15,8,16,4,C,Line-1,Microchip,BATCH-9469,M-103,54.71,15,85,Done,46.81,1010,10.0,10,Copper,High,239,968.0,1035,1039,88.77,4.48,0,10,23.13,75.7,102.69
3719,2025-12-03 08:25:57.973205,2025-12-03,8,49,12,A,Line-1,Sensor,BATCH-8891,M-103,51.08,17,58,Pending,28.1,1049,4.0,9,Plastic,Low,213,192.0,1028,735,66.01,3.15,18,5,26.38,66.63,84.4
3720,2025-09-23 22:21:57.973205,2025-09-23,22,39,9,C,Line-2,Sensor,BATCH-8407,M-104,108.42,9,17,Done,30.63,1007,12.0,8,Copper,Low,229,467.0,553,650,63.89,1.53,15,10,28.83,76.81,83.0
3721,2025-11-29 11:57:57.973205,2025-11-29,11,48,11,C,Line-1,Sensor,BATCH-3949,M-103,88.38,16,20,Pending,32.47,1015,14.0,11,Copper,Low,203,906.0,925,690,65.66,2.88,7,1,21.57,40.81,52.94
3722,2026-04-26 20:08:57.973205,2026-04-26,20,17,4,A,Line-3,Sensor,BATCH-6382,M-103,50.26,9,32,Pending,38.28,1001,14.0,9,Copper,Low,212,224.0,957,413,75.66,4.7,20,1,27.19,41.88,50.61
3723,2026-04-22 14:06:57.973205,2026-04-22,14,17,4,A,Line-2,PCB,BATCH-8595,M-102,52.26,14,63,Pending,31.06,1019,15.0,8,Plastic,Low,235,156.0,984,314,96.5,3.92,13,3,24.81,73.68,98.78
3724,2026-02-07 07:29:57.973205,2026-02-07,7,6,2,C,Line-3,PCB,BATCH-9660,M-101,98.76,18,25,Done,49.29,1015,1.0,6,Copper,Low,220,120.0,716,399,66.34,0.59,10,9,21.89,76.97,71.06
3725,2025-06-27 07:06:57.973205,2025-06-27,7,26,6,A,Line-2,Microchip,BATCH-2307,M-101,60.45,19,14,Pending,51.42,1045,12.0,9,Copper,Low,247,439.0,534,398,81.86,2.57,6,9,25.68,35.78,105.94
3726,2025-10-25 08:23:57.973205,2025-10-25,8,43,10,C,Line-1,Sensor,BATCH-6206,M-102,59.61,16,7,Done,44.96,1005,6.0,6,Copper,High,242,447.0,698,439,95.97,1.73,11,10,25.23,44.41,56.46
3727,2025-10-17 17:39:57.973205,2025-10-17,17,42,10,C,Line-3,PCB,BATCH-3995,M-101,64.95,12,62,Pending,16.48,1016,15.0,8,Copper,Low,247,127.0,547,357,68.7,1.95,17,9,34.21,78.48,107.28
3728,2025-08-16 13:38:57.973205,2025-08-16,13,33,8,C,Line-3,Microchip,BATCH-5547,M-103,67.02,20,42,Pending,36.52,1009,5.0,11,Plastic,High,242,805.0,1032,560,75.75,4.75,6,5,33.51,68.79,87.86
3729,2025-05-22 20:41:57.973205,2025-05-22,20,21,5,C,Line-3,Microchip,BATCH-4550,M-104,57.6,15,106,Done,47.66,1033,14.0,9,Silicon,High,224,190.0,318,684,74.83,4.06,0,4,29.53,32.88,68.88
3730,2025-08-14 10:04:57.973205,2025-08-14,10,33,8,C,Line-1,Sensor,BATCH-3618,M-102,52.91,14,33,Pending,30.54,1015,13.0,7,Plastic,Medium,226,955.0,972,330,85.06,4.58,0,10,34.92,52.36,94.78
3731,2025-11-30 02:14:57.973205,2025-11-30,2,48,11,C,Line-3,PCB,BATCH-2045,M-101,91.81,16,4,Pending,41.51,1043,14.0,12,Silicon,High,230,147.0,644,305,70.21,3.21,15,5,21.78,73.83,77.25
3732,2025-06-02 08:36:57.973205,2025-06-02,8,23,6,A,Line-2,PCB,BATCH-7119,M-102,74.21,19,74,Done,20.21,1014,14.0,9,Plastic,Medium,213,466.0,1114,567,88.06,1.2,20,0,26.21,71.43,86.62
3733,2026-01-10 08:24:57.973205,2026-01-10,8,2,1,C,Line-1,Sensor,BATCH-9718,M-101,58.14,21,84,Pending,21.2,1028,1.0,11,Copper,High,200,281.0,847,461,81.44,2.03,8,3,26.48,38.71,91.53
3734,2025-07-14 05:56:57.973205,2025-07-14,5,29,7,C,Line-1,Microchip,BATCH-6966,M-102,78.48,24,71,,34.68,1024,4.0,10,Copper,Medium,209,794.0,739,993,78.22,3.02,0,10,36.95,53.34,93.05
3735,2025-10-24 14:10:57.973205,2025-10-24,14,43,10,C,Line-3,Sensor,BATCH-0102,M-101,52.86,16,29,Pending,48.61,1001,15.0,10,Copper,Medium,249,344.0,888,251,86.81,2.7,19,0,38.31,49.61,56.58
3736,2025-11-18 19:13:57.973205,2025-11-18,19,47,11,B,Line-3,Microchip,BATCH-6100,M-103,83.39,14,97,Done,37.0,1009,11.0,10,Silicon,Medium,248,403.0,328,770,86.54,1.42,2,9,26.45,58.51,105.66
